TRADEDATE,SECID,SHORTNAME,COUPON_TYPE,PLOT_GROUP,PRICE_FOR_ANALYSIS,YIELD_FOR_ANALYSIS,RATE_FOR_ANALYSIS,YEARS_TO_MATURITY,DURATION,VALUE
2023-03-24,SU26238RMFS4,ОФЗ 26238,fixed,long,73.602,10.62,10.62,18.143737166324435,3264.0,71916414.65
2023-03-27,SU26238RMFS4,ОФЗ 26238,fixed,long,73.451,10.64,10.64,18.13552361396304,3259.0,80196828.54
2023-03-28,SU26238RMFS4,ОФЗ 26238,fixed,long,73.196,10.69,10.69,18.132785763175907,3251.0,750889549.77
2023-03-29,SU26238RMFS4,ОФЗ 26238,fixed,long,72.979,10.72,10.72,18.130047912388775,3246.0,2600494478.52
2023-03-30,SU26238RMFS4,ОФЗ 26238,fixed,long,72.933,10.73,10.73,18.127310061601644,3243.0,1001451682.44
2023-03-31,SU26238RMFS4,ОФЗ 26238,fixed,long,72.917,10.73,10.73,18.12457221081451,3242.0,487880043.44
2023-04-03,SU26238RMFS4,ОФЗ 26238,fixed,long,73.0,10.72,10.72,18.116358658453116,3241.0,326652313.85
2023-04-04,SU26238RMFS4,ОФЗ 26238,fixed,long,72.911,10.73,10.73,18.11362080766598,3238.0,458146260.52
2023-04-05,SU26238RMFS4,ОФЗ 26238,fixed,long,72.809,10.75,10.75,18.11088295687885,3234.0,569458189.02
2023-04-06,SU26238RMFS4,ОФЗ 26238,fixed,long,72.719,10.77,10.77,18.10814510609172,3231.0,84030891.45
2023-04-07,SU26238RMFS4,ОФЗ 26238,fixed,long,72.466,10.81,10.81,18.105407255304584,3224.0,230238887.58
2023-04-10,SU26238RMFS4,ОФЗ 26238,fixed,long,72.562,10.79,10.79,18.09719370294319,3224.0,104995998.39
2023-04-11,SU26238RMFS4,ОФЗ 26238,fixed,long,72.569,10.79,10.79,18.094455852156056,3223.0,204974102.2
2023-04-12,SU26238RMFS4,ОФЗ 26238,fixed,long,72.49,10.81,10.81,18.091718001368925,3219.0,54060761.17
2023-04-13,SU26238RMFS4,ОФЗ 26238,fixed,long,72.368,10.83,10.83,18.088980150581794,3216.0,100160304.39
2023-04-14,SU26238RMFS4,ОФЗ 26238,fixed,long,72.403,10.82,10.82,18.086242299794662,3216.0,19582119.7
2023-04-17,SU26238RMFS4,ОФЗ 26238,fixed,long,72.306,10.84,10.84,18.078028747433265,3210.0,860466239.98
2023-04-18,SU26238RMFS4,ОФЗ 26238,fixed,long,73.245,10.68,10.68,18.075290896646138,3231.0,203700602.68
2023-04-19,SU26238RMFS4,ОФЗ 26238,fixed,long,72.376,10.83,10.83,18.072553045859,3210.0,139383079.86
2023-04-20,SU26238RMFS4,ОФЗ 26238,fixed,long,72.332,10.84,10.84,18.069815195071868,3207.0,145320090.82
2023-04-21,SU26238RMFS4,ОФЗ 26238,fixed,long,72.38,10.83,10.83,18.067077344284737,3208.0,857775649.13
2023-04-24,SU26238RMFS4,ОФЗ 26238,fixed,long,72.644,10.78,10.78,18.05886379192334,3211.0,55801398.84
2023-04-25,SU26238RMFS4,ОФЗ 26238,fixed,long,72.494,10.81,10.81,18.05612594113621,3206.0,400484325.22
2023-04-26,SU26238RMFS4,ОФЗ 26238,fixed,long,72.421,10.82,10.82,18.05338809034908,3204.0,543127908.82
2023-04-27,SU26238RMFS4,ОФЗ 26238,fixed,long,72.492,10.81,10.81,18.050650239561943,3204.0,39970187.18
2023-04-28,SU26238RMFS4,ОФЗ 26238,fixed,long,72.69,10.78,10.78,18.04791238877481,3207.0,90848176.37
2023-05-02,SU26238RMFS4,ОФЗ 26238,fixed,long,72.671,10.78,10.78,18.036960985626283,3203.0,151609535.61
2023-05-03,SU26238RMFS4,ОФЗ 26238,fixed,long,72.573,10.8,10.8,18.034223134839152,3200.0,354714001.92
2023-05-04,SU26238RMFS4,ОФЗ 26238,fixed,long,72.617,10.79,10.79,18.031485284052017,3200.0,299979625.96
2023-05-05,SU26238RMFS4,ОФЗ 26238,fixed,long,72.714,10.78,10.78,18.028747433264886,3200.0,83774414.71
2023-05-08,SU26238RMFS4,ОФЗ 26238,fixed,long,72.854,10.75,10.75,18.02053388090349,3201.0,15919223.14
2023-05-10,SU26238RMFS4,ОФЗ 26238,fixed,long,72.828,10.76,10.76,18.015058179329227,3198.0,280055836.06
2023-05-11,SU26238RMFS4,ОФЗ 26238,fixed,long,72.743,10.77,10.77,18.012320328542096,3196.0,461844091.87
2023-05-12,SU26238RMFS4,ОФЗ 26238,fixed,long,72.629,10.79,10.79,18.00958247775496,3192.0,177812167.47
2023-05-15,SU26238RMFS4,ОФЗ 26238,fixed,long,72.866,10.75,10.75,18.001368925393567,3194.0,149020625.41
2023-05-16,SU26238RMFS4,ОФЗ 26238,fixed,long,72.655,10.79,10.79,17.998631074606433,3188.0,107180183.08
2023-05-17,SU26238RMFS4,ОФЗ 26238,fixed,long,72.554,10.81,10.81,17.9958932238193,3184.0,127599368.55
2023-05-18,SU26238RMFS4,ОФЗ 26238,fixed,long,72.623,10.8,10.8,17.99315537303217,3185.0,56710983.32
2023-05-19,SU26238RMFS4,ОФЗ 26238,fixed,long,72.715,10.78,10.78,17.99041752224504,3186.0,232685772.29
2023-05-22,SU26238RMFS4,ОФЗ 26238,fixed,long,72.706,10.78,10.78,17.982203969883642,3183.0,662542946.26
2023-05-23,SU26238RMFS4,ОФЗ 26238,fixed,long,72.655,10.79,10.79,17.97946611909651,3181.0,350968582.64
2023-05-24,SU26238RMFS4,ОФЗ 26238,fixed,long,72.652,10.79,10.79,17.976728268309376,3180.0,92922952.81
2023-05-25,SU26238RMFS4,ОФЗ 26238,fixed,long,72.728,10.78,10.78,17.973990417522245,3180.0,62690464.92
2023-05-26,SU26238RMFS4,ОФЗ 26238,fixed,long,72.784,10.77,10.77,17.971252566735114,3181.0,28045162.39
2023-05-29,SU26238RMFS4,ОФЗ 26238,fixed,long,72.585,10.81,10.81,17.963039014373717,3172.0,130839475.25
2023-05-30,SU26238RMFS4,ОФЗ 26238,fixed,long,72.41,10.83,10.83,17.960301163586585,3169.0,325228467.58
2023-05-31,SU26238RMFS4,ОФЗ 26238,fixed,long,72.389,10.84,10.84,17.95756331279945,3166.0,889488826.78
2023-06-01,SU26238RMFS4,ОФЗ 26238,fixed,long,72.376,10.84,10.84,17.95482546201232,3165.0,517745044.16
2023-06-02,SU26238RMFS4,ОФЗ 26238,fixed,long,72.303,10.85,10.85,17.95208761122519,3163.0,54803324.78
2023-06-05,SU26238RMFS4,ОФЗ 26238,fixed,long,72.263,10.86,10.86,17.94387405886379,3157.0,202253264.92
2023-06-06,SU26238RMFS4,ОФЗ 26238,fixed,long,72.347,10.85,10.85,17.94113620807666,3312.0,239048116.05
2023-06-07,SU26238RMFS4,ОФЗ 26238,fixed,long,72.332,10.85,10.85,17.93839835728953,3311.0,153724437.06
2023-06-08,SU26238RMFS4,ОФЗ 26238,fixed,long,72.216,10.87,10.87,17.935660506502394,3308.0,232640056.73
2023-06-09,SU26238RMFS4,ОФЗ 26238,fixed,long,72.186,10.88,10.88,17.932922655715263,3302.0,494237870.78
2023-06-13,SU26238RMFS4,ОФЗ 26238,fixed,long,72.12,10.89,10.89,17.921971252566735,3300.0,155305985.4
2023-06-14,SU26238RMFS4,ОФЗ 26238,fixed,long,72.087,10.89,10.89,17.919233401779604,3299.0,156724523.44
2023-06-15,SU26238RMFS4,ОФЗ 26238,fixed,long,72.022,10.9,10.9,17.916495550992472,3297.0,122216971.05
2023-06-16,SU26238RMFS4,ОФЗ 26238,fixed,long,72.028,10.9,10.9,17.913757700205338,3294.0,147601126.58
2023-06-19,SU26238RMFS4,ОФЗ 26238,fixed,long,71.893,10.93,10.93,17.905544147843944,3289.0,162532677.45
2023-06-20,SU26238RMFS4,ОФЗ 26238,fixed,long,71.533,10.99,10.99,17.90280629705681,3280.0,199164261.99
2023-06-21,SU26238RMFS4,ОФЗ 26238,fixed,long,71.551,10.99,10.99,17.900068446269678,3279.0,2276086144.35
2023-06-22,SU26238RMFS4,ОФЗ 26238,fixed,long,71.558,10.99,10.99,17.897330595482547,3278.0,734088381.56
2023-06-23,SU26238RMFS4,ОФЗ 26238,fixed,long,71.634,10.97,10.97,17.894592744695416,3278.0,2062888381.86
2023-06-26,SU26238RMFS4,ОФЗ 26238,fixed,long,71.242,11.04,11.04,17.88637919233402,3268.0,1568973965.1
2023-06-27,SU26238RMFS4,ОФЗ 26238,fixed,long,71.298,11.03,11.03,17.883641341546884,3268.0,847739841.04
2023-06-28,SU26238RMFS4,ОФЗ 26238,fixed,long,71.265,11.04,11.04,17.880903490759753,3266.0,1776945328.26
2023-06-29,SU26238RMFS4,ОФЗ 26238,fixed,long,71.302,11.03,11.03,17.87816563997262,3266.0,1807081740.09
2023-06-30,SU26238RMFS4,ОФЗ 26238,fixed,long,71.234,11.04,11.04,17.87542778918549,3262.0,1055871917.13
2023-07-03,SU26238RMFS4,ОФЗ 26238,fixed,long,71.202,11.05,11.05,17.867214236824093,3259.0,441934762.31
2023-07-04,SU26238RMFS4,ОФЗ 26238,fixed,long,71.132,11.06,11.06,17.864476386036962,3257.0,156863423.03
2023-07-05,SU26238RMFS4,ОФЗ 26238,fixed,long,70.924,11.1,11.1,17.861738535249827,3251.0,1177784805.42
2023-07-06,SU26238RMFS4,ОФЗ 26238,fixed,long,70.843,11.11,11.11,17.859000684462696,3248.0,264451040.45
2023-07-07,SU26238RMFS4,ОФЗ 26238,fixed,long,70.905,11.1,11.1,17.856262833675565,3247.0,255319583.79
2023-07-10,SU26238RMFS4,ОФЗ 26238,fixed,long,70.756,11.13,11.13,17.848049281314168,3242.0,156472947.21
2023-07-11,SU26238RMFS4,ОФЗ 26238,fixed,long,70.553,11.16,11.16,17.845311430527037,3237.0,288032528.55
2023-07-12,SU26238RMFS4,ОФЗ 26238,fixed,long,70.466,11.18,11.18,17.842573579739906,3233.0,1260518120.16
2023-07-13,SU26238RMFS4,ОФЗ 26238,fixed,long,70.458,11.18,11.18,17.83983572895277,3232.0,45807525.13
2023-07-14,SU26238RMFS4,ОФЗ 26238,fixed,long,70.433,11.19,11.19,17.83709787816564,3228.0,735394965.73
2023-07-17,SU26238RMFS4,ОФЗ 26238,fixed,long,70.36,11.2,11.2,17.828884325804243,3226.0,964505317.47
2023-07-18,SU26238RMFS4,ОФЗ 26238,fixed,long,70.23,11.22,11.22,17.82614647501711,3222.0,3445235243.89
2023-07-19,SU26238RMFS4,ОФЗ 26238,fixed,long,70.255,11.22,11.22,17.82340862422998,3221.0,717505441.63
2023-07-20,SU26238RMFS4,ОФЗ 26238,fixed,long,70.262,11.22,11.22,17.82067077344285,3220.0,297332515.41
2023-07-21,SU26238RMFS4,ОФЗ 26238,fixed,long,70.224,11.22,11.22,17.817932922655714,3217.0,1275715683.14
2023-07-24,SU26238RMFS4,ОФЗ 26238,fixed,long,70.357,11.2,11.2,17.809719370294317,3219.0,98654084.17
2023-07-25,SU26238RMFS4,ОФЗ 26238,fixed,long,70.483,11.18,11.18,17.806981519507186,3220.0,481789002.74
2023-07-26,SU26238RMFS4,ОФЗ 26238,fixed,long,70.592,11.16,11.16,17.804243668720055,3222.0,92743560.88
2023-07-27,SU26238RMFS4,ОФЗ 26238,fixed,long,70.69,11.14,11.14,17.801505817932924,3223.0,64038371.39
2023-07-28,SU26238RMFS4,ОФЗ 26238,fixed,long,70.557,11.17,11.17,17.79876796714579,3217.0,130900528.6
2023-07-31,SU26238RMFS4,ОФЗ 26238,fixed,long,70.622,11.16,11.16,17.790554414784395,3217.0,86311201.69
2023-08-01,SU26238RMFS4,ОФЗ 26238,fixed,long,70.567,11.17,11.17,17.78781656399726,3215.0,124626963.8
2023-08-02,SU26238RMFS4,ОФЗ 26238,fixed,long,70.415,11.19,11.19,17.78507871321013,3211.0,166184762.12
2023-08-03,SU26238RMFS4,ОФЗ 26238,fixed,long,70.386,11.2,11.2,17.782340862423,3209.0,105108915.11
2023-08-04,SU26238RMFS4,ОФЗ 26238,fixed,long,70.267,11.22,11.22,17.779603011635867,3203.0,179747739.63
2023-08-07,SU26238RMFS4,ОФЗ 26238,fixed,long,70.207,11.23,11.23,17.77138945927447,3201.0,217249292.03
2023-08-08,SU26238RMFS4,ОФЗ 26238,fixed,long,70.236,11.23,11.23,17.76865160848734,3200.0,139251964.51
2023-08-09,SU26238RMFS4,ОФЗ 26238,fixed,long,70.111,11.25,11.25,17.765913757700204,3196.0,766418822.73
2023-08-10,SU26238RMFS4,ОФЗ 26238,fixed,long,70.128,11.25,11.25,17.763175906913073,3195.0,1418562119.5
2023-08-11,SU26238RMFS4,ОФЗ 26238,fixed,long,69.957,11.28,11.28,17.760438056125942,3188.0,205713108.91
2023-08-14,SU26238RMFS4,ОФЗ 26238,fixed,long,69.724,11.32,11.32,17.752224503764545,3182.0,866128042.88
2023-08-15,SU26238RMFS4,ОФЗ 26238,fixed,long,69.456,11.37,11.37,17.749486652977414,3175.0,374639142.93
2023-08-16,SU26238RMFS4,ОФЗ 26238,fixed,long,69.913,11.29,11.29,17.746748802190282,3184.0,521198647.84
2023-08-17,SU26238RMFS4,ОФЗ 26238,fixed,long,70.313,11.21,11.21,17.744010951403148,3193.0,330717925.03
2023-08-18,SU26238RMFS4,ОФЗ 26238,fixed,long,70.345,11.21,11.21,17.741273100616016,3190.0,314328931.0
2023-08-21,SU26238RMFS4,ОФЗ 26238,fixed,long,70.341,11.21,11.21,17.73305954825462,3189.0,487830664.17
2023-08-22,SU26238RMFS4,ОФЗ 26238,fixed,long,70.08,11.26,11.26,17.730321697467488,3182.0,589561228.25
2023-08-23,SU26238RMFS4,ОФЗ 26238,fixed,long,69.825,11.3,11.3,17.727583846680357,3176.0,176670257.18
2023-08-24,SU26238RMFS4,ОФЗ 26238,fixed,long,69.632,11.34,11.34,17.724845995893222,3170.0,234418848.78
2023-08-25,SU26238RMFS4,ОФЗ 26238,fixed,long,69.566,11.35,11.35,17.72210814510609,3165.0,88332151.31
2023-08-28,SU26238RMFS4,ОФЗ 26238,fixed,long,69.506,11.36,11.36,17.713894592744694,3163.0,152074917.35
2023-08-29,SU26238RMFS4,ОФЗ 26238,fixed,long,69.472,11.37,11.37,17.711156741957563,3161.0,118159066.93
2023-08-30,SU26238RMFS4,ОФЗ 26238,fixed,long,69.478,11.37,11.37,17.70841889117043,3160.0,150421406.5
2023-08-31,SU26238RMFS4,ОФЗ 26238,fixed,long,69.45,11.37,11.37,17.7056810403833,3159.0,460432515.65
2023-09-01,SU26238RMFS4,ОФЗ 26238,fixed,long,69.384,11.39,11.39,17.702943189596166,3153.0,302345184.87
2023-09-04,SU26238RMFS4,ОФЗ 26238,fixed,long,69.339,11.39,11.39,17.694729637234772,3152.0,99264246.61
2023-09-05,SU26238RMFS4,ОФЗ 26238,fixed,long,69.194,11.42,11.42,17.691991786447637,3147.0,224009894.01
2023-09-06,SU26238RMFS4,ОФЗ 26238,fixed,long,68.587,11.53,11.53,17.689253935660506,3132.0,1071996753.3
2023-09-07,SU26238RMFS4,ОФЗ 26238,fixed,long,67.342,11.77,11.77,17.686516084873375,3100.0,409173065.09
2023-09-08,SU26238RMFS4,ОФЗ 26238,fixed,long,67.072,11.82,11.82,17.683778234086244,3091.0,265318784.62
2023-09-11,SU26238RMFS4,ОФЗ 26238,fixed,long,66.975,11.84,11.84,17.675564681724847,3087.0,655852926.93
2023-09-12,SU26238RMFS4,ОФЗ 26238,fixed,long,67.496,11.74,11.74,17.672826830937716,3099.0,502142369.54
2023-09-13,SU26238RMFS4,ОФЗ 26238,fixed,long,67.896,11.66,11.66,17.67008898015058,3108.0,321053379.01
2023-09-14,SU26238RMFS4,ОФЗ 26238,fixed,long,67.659,11.71,11.71,17.66735112936345,3101.0,141569880.45
2023-09-15,SU26238RMFS4,ОФЗ 26238,fixed,long,67.568,11.73,11.73,17.66461327857632,3095.0,701342956.09
2023-09-18,SU26238RMFS4,ОФЗ 26238,fixed,long,67.798,11.68,11.68,17.65639972621492,3101.0,2160055835.31
2023-09-19,SU26238RMFS4,ОФЗ 26238,fixed,long,67.554,11.73,11.73,17.65366187542779,3093.0,827107968.93
2023-09-20,SU26238RMFS4,ОФЗ 26238,fixed,long,67.222,11.79,11.79,17.650924024640656,3085.0,255956584.1
2023-09-21,SU26238RMFS4,ОФЗ 26238,fixed,long,67.185,11.8,11.8,17.648186173853524,3082.0,604906165.39
2023-09-22,SU26238RMFS4,ОФЗ 26238,fixed,long,67.114,11.81,11.81,17.645448323066393,3078.0,298913542.9
2023-09-25,SU26238RMFS4,ОФЗ 26238,fixed,long,67.046,11.83,11.83,17.637234770704996,3075.0,65864825.72
2023-09-26,SU26238RMFS4,ОФЗ 26238,fixed,long,66.962,11.84,11.84,17.634496919917865,3072.0,308438813.43
2023-09-27,SU26238RMFS4,ОФЗ 26238,fixed,long,66.932,11.85,11.85,17.631759069130734,3070.0,130671427.55
2023-09-28,SU26238RMFS4,ОФЗ 26238,fixed,long,66.353,11.96,11.96,17.6290212183436,3055.0,1537825588.26
2023-09-29,SU26238RMFS4,ОФЗ 26238,fixed,long,65.839,12.07,12.07,17.626283367556468,3038.0,2258000170.69
2023-10-02,SU26238RMFS4,ОФЗ 26238,fixed,long,65.443,12.14,12.14,17.61806981519507,3028.0,825137818.76
2023-10-03,SU26238RMFS4,ОФЗ 26238,fixed,long,65.524,12.13,12.13,17.61533196440794,3028.0,99946745.49
2023-10-04,SU26238RMFS4,ОФЗ 26238,fixed,long,65.616,12.11,12.11,17.61259411362081,3030.0,424685180.07
2023-10-05,SU26238RMFS4,ОФЗ 26238,fixed,long,65.266,12.18,12.18,17.609856262833677,3020.0,104856544.28
2023-10-06,SU26238RMFS4,ОФЗ 26238,fixed,long,65.252,12.18,12.18,17.607118412046542,3017.0,94392086.43
2023-10-09,SU26238RMFS4,ОФЗ 26238,fixed,long,64.763,12.28,12.28,17.598904859685145,3004.0,1293254026.96
2023-10-10,SU26238RMFS4,ОФЗ 26238,fixed,long,64.488,12.34,12.34,17.596167008898014,2995.0,393972457.93
2023-10-11,SU26238RMFS4,ОФЗ 26238,fixed,long,64.338,12.37,12.37,17.593429158110883,2990.0,539176269.37
2023-10-12,SU26238RMFS4,ОФЗ 26238,fixed,long,64.878,12.26,12.26,17.590691307323752,3003.0,2359691498.74
2023-10-13,SU26238RMFS4,ОФЗ 26238,fixed,long,64.939,12.25,12.25,17.587953456536617,3001.0,247710523.77
2023-10-16,SU26238RMFS4,ОФЗ 26238,fixed,long,65.186,12.2,12.2,17.579739904175224,3007.0,1031198759.45
2023-10-17,SU26238RMFS4,ОФЗ 26238,fixed,long,64.841,12.27,12.27,17.57700205338809,2997.0,1447247550.5
2023-10-18,SU26238RMFS4,ОФЗ 26238,fixed,long,64.619,12.32,12.32,17.574264202600958,2989.0,1337072617.56
2023-10-19,SU26238RMFS4,ОФЗ 26238,fixed,long,64.457,12.35,12.35,17.571526351813826,2985.0,371696370.27
2023-10-20,SU26238RMFS4,ОФЗ 26238,fixed,long,64.54,12.33,12.33,17.568788501026695,2984.0,593761201.84
2023-10-23,SU26238RMFS4,ОФЗ 26238,fixed,long,64.674,12.31,12.31,17.560574948665298,2986.0,404206839.28
2023-10-24,SU26238RMFS4,ОФЗ 26238,fixed,long,64.62,12.32,12.32,17.557837097878167,2983.0,1617311326.22
2023-10-25,SU26238RMFS4,ОФЗ 26238,fixed,long,64.64,12.32,12.32,17.555099247091032,2982.0,567774738.87
2023-10-26,SU26238RMFS4,ОФЗ 26238,fixed,long,64.524,12.34,12.34,17.5523613963039,2979.0,380900817.27
2023-10-27,SU26238RMFS4,ОФЗ 26238,fixed,long,64.1,12.43,12.43,17.54962354551677,2965.0,594827606.67
2023-10-30,SU26238RMFS4,ОФЗ 26238,fixed,long,63.701,12.51,12.51,17.541409993155373,2954.0,243251897.16
2023-10-31,SU26238RMFS4,ОФЗ 26238,fixed,long,63.587,12.54,12.54,17.53867214236824,2949.0,631678868.33
2023-11-01,SU26238RMFS4,ОФЗ 26238,fixed,long,63.75,12.5,12.5,17.53593429158111,2953.0,663450229.97
2023-11-02,SU26238RMFS4,ОФЗ 26238,fixed,long,64.781,12.29,12.29,17.533196440793976,2978.0,955184585.33
2023-11-03,SU26238RMFS4,ОФЗ 26238,fixed,long,65.872,12.07,12.07,17.530458590006845,3003.0,653855551.65
2023-11-06,SU26238RMFS4,ОФЗ 26238,fixed,long,67.074,11.84,11.84,17.522245037645447,3031.0,264286890.02
2023-11-07,SU26238RMFS4,ОФЗ 26238,fixed,long,66.216,12.01,12.01,17.519507186858316,3009.0,263873235.13
2023-11-08,SU26238RMFS4,ОФЗ 26238,fixed,long,65.922,12.06,12.06,17.516769336071185,3001.0,579536891.0
2023-11-09,SU26238RMFS4,ОФЗ 26238,fixed,long,67.05,11.84,11.84,17.51403148528405,3028.0,641741424.81
2023-11-10,SU26238RMFS4,ОФЗ 26238,fixed,long,67.535,11.75,11.75,17.51129363449692,3037.0,393560012.87
2023-11-13,SU26238RMFS4,ОФЗ 26238,fixed,long,67.057,11.84,11.84,17.503080082135522,3024.0,709810297.55
2023-11-14,SU26238RMFS4,ОФЗ 26238,fixed,long,66.128,12.03,12.03,17.50034223134839,2999.0,556755906.89
2023-11-15,SU26238RMFS4,ОФЗ 26238,fixed,long,66.492,11.95,11.95,17.49760438056126,3008.0,497071616.88
2023-11-16,SU26238RMFS4,ОФЗ 26238,fixed,long,66.949,11.87,11.87,17.49486652977413,3017.0,325391005.35
2023-11-17,SU26238RMFS4,ОФЗ 26238,fixed,long,67.066,11.84,11.84,17.492128678986994,3018.0,154703177.5
2023-11-20,SU26238RMFS4,ОФЗ 26238,fixed,long,66.869,11.88,11.88,17.4839151266256,3012.0,296616770.39
2023-11-21,SU26238RMFS4,ОФЗ 26238,fixed,long,66.927,11.87,11.87,17.481177275838466,3012.0,373979897.76
2023-11-22,SU26238RMFS4,ОФЗ 26238,fixed,long,67.16,11.83,11.83,17.478439425051334,3017.0,141629200.38
2023-11-23,SU26238RMFS4,ОФЗ 26238,fixed,long,67.134,11.83,11.83,17.475701574264203,3016.0,183271337.63
2023-11-24,SU26238RMFS4,ОФЗ 26238,fixed,long,67.186,11.82,11.82,17.472963723477072,3014.0,130865662.99
2023-11-27,SU26238RMFS4,ОФЗ 26238,fixed,long,67.071,11.85,11.85,17.464750171115675,3009.0,100665487.97
2023-11-28,SU26238RMFS4,ОФЗ 26238,fixed,long,67.021,11.86,11.86,17.462012320328544,3007.0,259434741.63
2023-11-29,SU26238RMFS4,ОФЗ 26238,fixed,long,67.069,11.85,11.85,17.45927446954141,3007.0,335686163.19
2023-11-30,SU26238RMFS4,ОФЗ 26238,fixed,long,67.026,11.86,11.86,17.456536618754278,3005.0,302351967.46
2023-12-01,SU26238RMFS4,ОФЗ 26238,fixed,long,66.981,11.87,11.87,17.453798767967147,3000.0,109974777.42
2023-12-04,SU26238RMFS4,ОФЗ 26238,fixed,long,66.284,12.0,12.0,17.44558521560575,2983.0,207625986.32
2023-12-05,SU26238RMFS4,ОФЗ 26238,fixed,long,66.074,12.05,12.05,17.44284736481862,3135.0,489894364.88
2023-12-06,SU26238RMFS4,ОФЗ 26238,fixed,long,65.506,12.16,12.16,17.440109514031484,3121.0,594370266.81
2023-12-07,SU26238RMFS4,ОФЗ 26238,fixed,long,65.325,12.19,12.19,17.437371663244353,3116.0,291151973.87
2023-12-08,SU26238RMFS4,ОФЗ 26238,fixed,long,65.283,12.2,12.2,17.43463381245722,3112.0,178679695.05
2023-12-11,SU26238RMFS4,ОФЗ 26238,fixed,long,65.063,12.25,12.25,17.426420260095824,3105.0,476955022.69
2023-12-12,SU26238RMFS4,ОФЗ 26238,fixed,long,64.668,12.33,12.33,17.423682409308693,3094.0,331638744.92
2023-12-13,SU26238RMFS4,ОФЗ 26238,fixed,long,64.294,12.41,12.41,17.420944558521562,3084.0,604846092.16
2023-12-14,SU26238RMFS4,ОФЗ 26238,fixed,long,64.167,12.43,12.43,17.418206707734427,3080.0,674970833.31
2023-12-15,SU26238RMFS4,ОФЗ 26238,fixed,long,64.315,12.4,12.4,17.415468856947296,3081.0,1289372793.23
2023-12-18,SU26238RMFS4,ОФЗ 26238,fixed,long,65.057,12.25,12.25,17.4072553045859,3098.0,1732076569.1
2023-12-19,SU26238RMFS4,ОФЗ 26238,fixed,long,65.846,12.09,12.09,17.404517453798768,3116.0,1410934240.23
2023-12-20,SU26238RMFS4,ОФЗ 26238,fixed,long,66.437,11.98,11.98,17.401779603011637,3129.0,1073458088.13
2023-12-21,SU26238RMFS4,ОФЗ 26238,fixed,long,66.728,11.92,11.92,17.399041752224505,3135.0,517612332.31
2023-12-22,SU26238RMFS4,ОФЗ 26238,fixed,long,66.783,11.91,11.91,17.39630390143737,3133.0,458885431.82
2023-12-25,SU26238RMFS4,ОФЗ 26238,fixed,long,66.873,11.89,11.89,17.388090349075977,3135.0,358271682.56
2023-12-26,SU26238RMFS4,ОФЗ 26238,fixed,long,66.551,11.96,11.96,17.385352498288842,3125.0,483679262.99
2023-12-27,SU26238RMFS4,ОФЗ 26238,fixed,long,66.476,11.97,11.97,17.38261464750171,3123.0,336748438.71
2023-12-28,SU26238RMFS4,ОФЗ 26238,fixed,long,66.421,11.98,11.98,17.37987679671458,3121.0,586848509.16
2023-12-29,SU26238RMFS4,ОФЗ 26238,fixed,long,66.452,11.98,11.98,17.377138945927445,3116.0,586842972.85
2024-01-03,SU26238RMFS4,ОФЗ 26238,fixed,long,66.549,11.96,11.96,17.363449691991786,3117.0,168775252.28
2024-01-04,SU26238RMFS4,ОФЗ 26238,fixed,long,66.659,11.94,11.94,17.360711841204655,3118.0,89672445.9
2024-01-05,SU26238RMFS4,ОФЗ 26238,fixed,long,66.571,11.96,11.96,17.357973990417523,3113.0,78372443.37
2024-01-08,SU26238RMFS4,ОФЗ 26238,fixed,long,66.556,11.96,11.96,17.349760438056126,3112.0,136076832.39
2024-01-09,SU26238RMFS4,ОФЗ 26238,fixed,long,66.199,12.03,12.03,17.347022587268995,3103.0,284343979.86
2024-01-10,SU26238RMFS4,ОФЗ 26238,fixed,long,65.985,12.07,12.07,17.34428473648186,3097.0,260785569.39
2024-01-11,SU26238RMFS4,ОФЗ 26238,fixed,long,65.557,12.16,12.16,17.34154688569473,3085.0,895924085.84
2024-01-12,SU26238RMFS4,ОФЗ 26238,fixed,long,64.941,12.28,12.28,17.338809034907598,3067.0,2284944336.41
2024-01-15,SU26238RMFS4,ОФЗ 26238,fixed,long,65.186,12.23,12.23,17.3305954825462,3072.0,664673606.96
2024-01-16,SU26238RMFS4,ОФЗ 26238,fixed,long,65.289,12.21,12.21,17.32785763175907,3074.0,865053370.99
2024-01-17,SU26238RMFS4,ОФЗ 26238,fixed,long,65.697,12.13,12.13,17.32511978097194,3082.0,515386987.36
2024-01-18,SU26238RMFS4,ОФЗ 26238,fixed,long,66.172,12.04,12.04,17.322381930184804,3092.0,800281438.31
2024-01-19,SU26238RMFS4,ОФЗ 26238,fixed,long,66.431,11.99,11.99,17.319644079397673,3095.0,349900854.51
2024-01-22,SU26238RMFS4,ОФЗ 26238,fixed,long,66.55,11.96,11.96,17.311430527036276,3098.0,318728850.36
2024-01-23,SU26238RMFS4,ОФЗ 26238,fixed,long,66.537,11.97,11.97,17.308692676249144,3096.0,358783059.31
2024-01-24,SU26238RMFS4,ОФЗ 26238,fixed,long,66.505,11.97,11.97,17.305954825462013,3095.0,373561387.14
2024-01-25,SU26238RMFS4,ОФЗ 26238,fixed,long,66.451,11.98,11.98,17.30321697467488,3093.0,690825135.69
2024-01-26,SU26238RMFS4,ОФЗ 26238,fixed,long,66.525,11.97,11.97,17.300479123887747,3091.0,389267773.71
